61	21	0
1200
0
0		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
1		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
2		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
3		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
4		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
5		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
6		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
7		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
8		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
9		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
10		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
11		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
12		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
13		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
14		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
15		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
16		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
17		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
18		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
19		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
20		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
21		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
22		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
23		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
24		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
25		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
26		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
27		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
28		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
29		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
30		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
31		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
32		2.37152e-322	1.4	1	0.0024888				0				-6				6				1578.88
