1.3152e-09	3.52534e-09	1.49729e-08	1.7749e-08	
1.18604e-09	1.17337e-06	1.45854e-08	1.86215e-08	
1.29218e-09	3.48473e-09	1.4934e-08	1.7341e-08	
1.28057e-09	3.47795e-09	1.49029e-08	1.71125e-08	
1.01491e-09	3.40905e-09	1.44897e-08	1.26073e-08	
1.31295e-09	3.50492e-09	1.49774e-08	1.77357e-08	
1.30447e-09	3.54794e-09	1.496e-08	1.74836e-08	
1.00749e-09	3.47828e-09	1.44903e-08	1.23011e-08	
1.14459e-09	1.12107e-06	1.4498e-08	1.7954e-08	
1.02706e-09	3.43726e-09	1.4521e-08	1.26612e-08	
1.18323e-09	1.19413e-06	1.45595e-08	1.88517e-08	
1.18375e-09	1.1612e-06	1.45784e-08	1.86624e-08	
1.29343e-09	3.61859e-09	1.49568e-08	1.71543e-08	
1.27947e-09	3.5506e-09	1.49273e-08	1.69197e-08	
1.31683e-09	3.52763e-09	1.49809e-08	1.77879e-08	
1.30205e-09	3.50468e-09	1.49497e-08	1.7518e-08	
1.12266e-09	1.07993e-06	1.4474e-08	1.73496e-08	
1.02015e-09	3.49208e-09	1.45245e-08	1.24566e-08	
1.02281e-09	3.46553e-09	1.45089e-08	1.26111e-08	
1.03505e-09	3.45178e-09	1.4542e-08	1.27754e-08	
1.04029e-09	3.43033e-09	1.45539e-08	1.29477e-08	
1.37982e-09	1.06647e-06	1.49181e-08	2.10546e-08	
1.28046e-09	3.5555e-09	1.49134e-08	1.69709e-08	
1.42617e-09	1.14464e-06	1.4995e-08	2.21436e-08	
1.31527e-09	3.53325e-09	1.49937e-08	1.75959e-08	
9.94826e-10	3.39969e-09	1.44416e-08	1.22371e-08	
1.16346e-09	1.19932e-06	1.45175e-08	1.8553e-08	
1.16384e-09	1.17259e-06	1.45341e-08	1.84086e-08	
1.03196e-09	3.48656e-09	1.45219e-08	1.27349e-08	
1.04408e-09	3.48262e-09	1.45586e-08	1.29201e-08	
1.40553e-09	1.16941e-06	1.49503e-08	2.1912e-08	
1.28116e-09	3.48612e-09	1.49048e-08	1.70419e-08	
1.03264e-09	3.52813e-09	1.454e-08	1.26586e-08	
1.41483e-09	1.13333e-06	1.49783e-08	2.19263e-08	
1.29417e-09	3.48198e-09	1.49287e-08	1.73951e-08	
1.00745e-09	3.45774e-09	1.448e-08	1.24049e-08	
1.16702e-09	1.18679e-06	1.45219e-08	1.86085e-08	
1.02827e-09	3.46272e-09	1.45235e-08	1.27056e-08	
1.41825e-09	1.16582e-06	1.49634e-08	2.21051e-08	
1.39967e-09	1.13205e-06	1.4935e-08	2.16736e-08	
1.02368e-09	3.54722e-09	1.45333e-08	1.2439e-08	
1.13897e-09	1.06768e-06	1.4518e-08	1.75527e-08	
1.14244e-09	1.04468e-06	1.45275e-08	1.74658e-08	
1.41296e-09	1.16154e-06	1.49544e-08	2.2008e-08	
1.29015e-09	3.54714e-09	1.49287e-08	1.71997e-08	
1.15997e-09	1.14876e-06	1.45267e-08	1.82571e-08	
1.16035e-09	1.11098e-06	1.45477e-08	1.79487e-08	
1.16324e-09	1.08493e-06	1.45519e-08	1.79226e-08	
1.30222e-09	3.52367e-09	1.49656e-08	1.73562e-08	
1.05434e-09	3.4289e-09	1.45749e-08	1.31549e-08	
1.45079e-09	1.21405e-06	1.50236e-08	2.27633e-08	
1.31592e-09	3.54912e-09	1.49877e-08	1.77284e-08	
1.12192e-09	1.10628e-06	1.4452e-08	1.7593e-08	
1.00293e-09	3.44971e-09	1.44618e-08	1.23253e-08	
1.03106e-09	3.55198e-09	1.45525e-08	1.24965e-08	
