r,x,y,Mach_Number,Pressure,Density,Speed,V_Velocity,U_Velocity
1.021870221699607839e+00,3.344055000000003761e-03,1.021864749999999988e+00,2.517360000000000084e-02,5.096150000000000091e+01,6.394219999999999793e+00,8.408834687380885298e-02,-8.243860000000000077e-02,1.657490000000000005e-02
1.065620705956486614e+00,3.487224999999949306e-03,1.065615000000000201e+00,1.571349999999999969e-01,5.023089999999999833e+01,6.549629999999999619e+00,5.148900606516793044e-01,-5.146509999999999696e-01,1.568829999999999877e-02
1.109370940214703838e+00,3.630394999999923041e-03,1.109364999999999934e+00,4.952389999999999848e-01,3.124520000000000053e+01,4.910949999999999704e+00,1.478048325582205003e+00,-1.477989999999999915e+00,1.313059999999999922e-02
1.153118674486307560e+00,3.773564999999896342e-03,1.153112499999999985e+00,2.009809999999999874e+00,7.707539999999999836e+00,2.500970000000000137e+00,4.174674260301919126e+00,-4.174669999999999881e+00,5.964119999999999838e-03
1.196866408757911504e+00,3.916734999999954212e-03,1.196860000000000035e+00,5.532549999999999635e+00,1.204900000000000082e+00,1.494699999999999918e+00,5.877430028557588670e+00,-5.877430000000000376e+00,5.793880000000000167e-04
1.240616643016128950e+00,4.059905000000009478e-03,1.240609999999999991e+00,5.985590000000000188e+00,1.006979999999999986e+00,1.405329999999999968e+00,5.995040000036968131e+00,-5.995040000000000369e+00,2.105350000000000095e-05
1.284366877282527408e+00,4.203077499999956744e-03,1.284359999999999946e+00,5.999600000000000044e+00,1.000229999999999952e+00,1.400220000000000020e+00,5.999830000000035746e+00,-5.999830000000000219e+00,6.554200000000000284e-07
1.328117111548926088e+00,4.346249999999930030e-03,1.328110000000000124e+00,5.999990000000000379e+00,1.000010000000000066e+00,1.400009999999999977e+00,5.999990000000000379e+00,-5.999990000000000379e+00,2.195209999999999909e-08
1.371867345807143534e+00,4.489419999999903765e-03,1.371860000000000079e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,7.219129999999999658e-10
1.415617580065360759e+00,4.632589999999959900e-03,1.415610000000000035e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.282809999999999883e-11
1.459367814323578205e+00,4.775760000000016901e-03,1.459359999999999991e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,6.151230000000000236e-13
1.503118048581795430e+00,4.918929999999962881e-03,1.503109999999999946e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,1.716309999999999934e-13
1.546868282864556576e+00,5.062107499999937005e-03,1.546860000000000124e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,2.019970000000000076e-13
1.590618517114592789e+00,5.205274999999880831e-03,1.590610000000000079e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,3.884830000000000059e-16
1.634366251402558756e+00,5.348449999999938670e-03,1.634357499999999908e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.886050000000000261e-16
1.678113985690525389e+00,5.491625000000023397e-03,1.678104999999999958e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,5.193670000000000437e-16
1.721864219883292968e+00,5.634774999999969496e-03,1.721855000000000135e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.712690000000000459e-16
1.765614454157872437e+00,5.777949999999943201e-03,1.765604999999999869e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.468899999999999509e-16
1.809364688432452350e+00,5.921124999999888283e-03,1.809354999999999825e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.699470000000000217e-16
1.853114922707032264e+00,6.064299999999945255e-03,1.853105000000000002e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.475509999999999630e-16
1.896865156981611955e+00,6.207475000000029983e-03,1.896854999999999958e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.399999999999999911e+00,6.000000000000000000e+00,-6.000000000000000000e+00,4.660799999999999728e-16
