r,x,y,Mach_Number,Pressure,Density,Speed,V_Velocity,U_Velocity
1.021870221699607839e+00,3.344055000000003761e-03,1.021864749999999988e+00,2.577049999999999827e-02,4.418090000000000117e+01,7.252410000000000245e+00,7.525965081569273296e-02,-7.449690000000000478e-02,1.068769999999999963e-02
1.065620705956486614e+00,3.487224999999949306e-03,1.065615000000000201e+00,7.227260000000000628e-02,4.402830000000000155e+01,7.241460000000000008e+00,2.108587229164589072e-01,-2.106099999999999917e-01,1.023860000000000048e-02
1.109370940214703838e+00,3.630394999999923041e-03,1.109364999999999934e+00,1.157019999999999993e-01,4.376539999999999964e+01,7.221960000000000157e+00,3.370098902892341153e-01,-3.368659999999999988e-01,9.847039999999999613e-03
1.153118674486307560e+00,3.773564999999896342e-03,1.153112499999999985e+00,1.567199999999999982e-01,4.340630000000000166e+01,7.193240000000000300e+00,4.555136544781753227e-01,-4.554139999999999855e-01,9.527749999999999761e-03
1.196866408757911504e+00,3.916734999999954212e-03,1.196860000000000035e+00,1.961970000000000103e-01,4.294899999999999807e+01,7.153190000000000381e+00,5.688298205839634747e-01,-5.687539999999999818e-01,9.287210000000000604e-03
1.240616643016128950e+00,4.059905000000009478e-03,1.240609999999999991e+00,2.356020000000000059e-01,4.235060000000000002e+01,7.095519999999999605e+00,6.810530548407168761e-01,-6.809920000000000417e-01,9.119179999999999300e-03
1.284366877282527408e+00,4.203077499999956744e-03,1.284359999999999946e+00,2.783700000000000063e-01,4.145759999999999934e+01,7.001219999999999999e+00,8.014966091276116700e-01,-8.014459999999999917e-01,9.006860000000000213e-03
1.328117111548926088e+00,4.346249999999930030e-03,1.328110000000000124e+00,3.331089999999999884e-01,3.986140000000000327e+01,6.820859999999999701e+00,9.528115297278055840e-01,-9.527700000000000058e-01,8.895969999999999572e-03
1.371867345807143534e+00,4.489419999999903765e-03,1.371860000000000079e+00,4.189269999999999938e-01,3.676209999999999667e+01,6.456450000000000244e+00,1.182781837100964628e+00,-1.182749999999999968e+00,8.678230000000000319e-03
1.415617580065360759e+00,4.632589999999959900e-03,1.415610000000000035e+00,5.700560000000000072e-01,3.125690000000000168e+01,5.792049999999999699e+00,1.566891373148451727e+00,-1.566869999999999985e+00,8.184030000000000124e-03
1.459367814323578205e+00,4.775760000000016901e-03,1.459359999999999991e+00,8.367879999999999763e-01,2.337399999999999878e+01,4.814919999999999867e+00,2.181482013952168231e+00,-2.181470000000000020e+00,7.239909999999999575e-03
1.503118048581795430e+00,4.918929999999962881e-03,1.503109999999999946e+00,1.290990000000000082e+00,1.476529999999999987e+01,3.703539999999999832e+00,3.050005435886995908e+00,-3.049999999999999822e+00,5.758379999999999575e-03
1.546868282864556576e+00,5.062107499999937005e-03,1.546860000000000124e+00,2.050310000000000077e+00,7.700149999999999828e+00,2.718669999999999920e+00,4.082781823808524280e+00,-4.082779999999999632e+00,3.859070000000000035e-03
1.590618517114592789e+00,5.205274999999880831e-03,1.590610000000000079e+00,3.281660000000000021e+00,3.418070000000000164e+00,2.022959999999999869e+00,5.047240392524326325e+00,-5.047240000000000393e+00,1.990560000000000159e-03
1.634366251402558756e+00,5.348449999999938670e-03,1.634357499999999908e+00,4.833969999999999878e+00,1.606849999999999890e+00,1.631809999999999983e+00,5.675710045806545700e+00,-5.675709999999999589e+00,7.210889999999999531e-04
1.678113985690525389e+00,5.491625000000023397e-03,1.678104999999999958e+00,5.750000000000000000e+00,1.111839999999999939e+00,1.465449999999999919e+00,5.926080002834678062e+00,-5.926079999999999792e+00,1.832950000000000128e-04
1.721864219883292968e+00,5.634774999999969496e-03,1.721855000000000135e+00,5.962679999999999758e+00,1.018510000000000026e+00,1.414420000000000011e+00,5.986860000097330214e+00,-5.986860000000000070e+00,3.413799999999999739e-05
1.765614454157872437e+00,5.777949999999943201e-03,1.765604999999999869e+00,5.994570000000000398e+00,1.003020000000000023e+00,1.402700000000000058e+00,5.997830000002497997e+00,-5.997830000000000439e+00,5.473560000000000158e-06
